group_id,group_code,group_name,tcgcsv_group_id,product_id,name,clean_name,manufacturer,pack_size,sleeve_size,market_usd,low_usd,mid_usd,high_usd,pokebulk_zar,usd_zar_rate,tcgplayer_image_url,tcgplayer_url,final_image_url,tcgplayer_modified,bible_built_at
2299,,Pokemon International Card Sleeves,2299,238385,Pokemon TCG: Sword & Shield - Battle Styles Elite Trainer Box Card Sleeves - Rapid Strike Urshifu (65 Pack),Pokemon TCG Sword and Shield Battle Styles Elite Trainer Box Card Sleeves Rapid Strike Urshifu 65 Pack,Pokemon International,,,3.74,2.95,4.31,19.95,68.0,16.474,https://tcgplayer-cdn.tcgplayer.com/product/238385_200w.jpg,https://www.tcgplayer.com/product/238385/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-sword-and-shield-battle-styles-elite-trainer-box-card-sleeves-rapid-strike-urshifu-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/238385_200w.jpg,2021-05-06T14:50:45.84,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,238628,Pokemon TCG: Blastoise VMAX Battle Box Card Sleeves (65 Pack),Pokemon TCG Blastoise VMAX Battle Box Card Sleeves 65 Pack,Pokemon International,,,9.05,7.0,9.75,15.0,164.0,16.474,https://tcgplayer-cdn.tcgplayer.com/product/238628_200w.jpg,https://www.tcgplayer.com/product/238628/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-blastoise-vmax-battle-box-card-sleeves-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/238628_200w.jpg,2021-05-07T19:23:17.13,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,238629,Pokemon TCG: Venusaur VMAX Battle Box Card Sleeves (65 Pack),Pokemon TCG Venusaur VMAX Battle Box Card Sleeves 65 Pack,Pokemon International,,,6.97,5.0,7.23,9.99,126.5,16.474,https://tcgplayer-cdn.tcgplayer.com/product/238629_200w.jpg,https://www.tcgplayer.com/product/238629/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-venusaur-vmax-battle-box-card-sleeves-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/238629_200w.jpg,2021-05-07T19:23:51.043,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,242118,Pokemon TCG: Pokémon Celebration Black Card Sleeves (65 Pack),Pokemon TCG Pokemon Celebration Black Card Sleeves 65 Pack,Pokemon International,,,,,,,,16.474,https://tcgplayer-cdn.tcgplayer.com/product/242118_200w.jpg,https://www.tcgplayer.com/product/242118/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-pokemon-celebration-black-card-sleeves-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/242118_200w.jpg,2021-06-16T20:43:35.687,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,242119,Pokemon TCG: Pokémon Celebration White Card Sleeves (65 Pack),Pokemon TCG Pokemon Celebration White Card Sleeves 65 Pack,Pokemon International,,,,,,,,16.474,https://tcgplayer-cdn.tcgplayer.com/product/242119_200w.jpg,https://www.tcgplayer.com/product/242119/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-pokemon-celebration-white-card-sleeves-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/242119_200w.jpg,2021-06-16T20:43:18.46,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,242410,Pokemon TCG: Chilling Reign Elite Trainer Box Card Sleeves - Ice Rider Calyrex (65 Pack),Pokemon TCG Chilling Reign Elite Trainer Box Card Sleeves Ice Rider Calyrex 65 Pack,Pokemon International,,,3.8,2.0,3.89,14.99,69.0,16.474,https://tcgplayer-cdn.tcgplayer.com/product/242410_200w.jpg,https://www.tcgplayer.com/product/242410/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-chilling-reign-elite-trainer-box-card-sleeves-ice-rider-calyrex-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/242410_200w.jpg,2021-09-13T19:32:02.42,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,242411,Pokemon TCG: Chilling Reign Elite Trainer Box Card Sleeves - Shadow Rider Calyrex (65 Pack),Pokemon TCG Chilling Reign Elite Trainer Box Card Sleeves Shadow Rider Calyrex 65 Pack,Pokemon International,,,3.95,1.99,4.5,19.95,72.0,16.474,https://tcgplayer-cdn.tcgplayer.com/product/242411_200w.jpg,https://www.tcgplayer.com/product/242411/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-chilling-reign-elite-trainer-box-card-sleeves-shadow-rider-calyrex-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/242411_200w.jpg,2021-09-13T19:31:34.45,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,242967,Pokemon TCG: 2017 North American International Championship Card Sleeves (65 Pack),Pokemon TCG 2017 North American International Championship Card Sleeves 65 Pack,Pokemon International,,,,,,,,16.474,https://tcgplayer-cdn.tcgplayer.com/product/242967_200w.jpg,https://www.tcgplayer.com/product/242967/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-2017-north-american-international-championship-card-sleeves-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/242967_200w.jpg,2021-06-28T19:51:02.7,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,245954,Pokemon TCG: Marnie Premium Tournament Collection Card Sleeves (65 Pack),Pokemon TCG Marnie Premium Tournament Collection Card Sleeves 65 Pack,Pokemon International,,,20.36,18.52,23.27,29.98,369.0,16.474,https://tcgplayer-cdn.tcgplayer.com/product/245954_200w.jpg,https://www.tcgplayer.com/product/245954/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-marnie-premium-tournament-collection-card-sleeves-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/245954_200w.jpg,2021-08-12T20:44:58.417,2026-06-21 07:24:03
2299,,Pokemon International Card Sleeves,2299,247289,Pokemon TCG: Trainer's Toolkit 2021 Card Sleeves (65 Pack),Pokemon TCG Trainers Toolkit 2021 Card Sleeves 65 Pack,Pokemon International,,,5.27,3.98,5.19,19.95,95.5,16.474,https://tcgplayer-cdn.tcgplayer.com/product/247289_200w.jpg,https://www.tcgplayer.com/product/247289/card-sleeves-pokemon-international-card-sleeves-pokemon-tcg-trainers-toolkit-2021-card-sleeves-65-pack,https://tcgplayer-cdn.tcgplayer.com/product/247289_200w.jpg,2021-08-23T10:52:45.2,2026-06-21 07:24:03
