sku,name,description,price,discount,quantity,weight,seo title,seo description,user friendly url,type,categories,hidden,shipping required,option:Variant,option:Rarity,option:Artist,variant:Artist,variant sku,variant price,variant discount,variant quantity,variant weight,productId
me3-52-norm,Meg - POR - 52 - Drapion - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 052/088</p>,2.0,0.0,0.0,0.0,Meg - POR - 52 - Drapion - UNCOMMON - Normal,Meg - POR - 52 - Drapion - UNCOMMON - Normal,meg-por-52-drapion-uncommon-normal,Uncommon,Mega Evolution Era; Darkness; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684433
me3-52-rev,Meg - POR - 52 - Drapion - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 052/088</p>,3.5,0.0,0.0,0.0,Meg - POR - 52 - Drapion - UNCOMMON - Reverse Holo,Meg - POR - 52 - Drapion - UNCOMMON - Reverse Holo,meg-por-52-drapion-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Darkness; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684433
me3-53-holo,Meg - POR - 53 - Yveltal ex - DOUBLE_RARE - Holofoil,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: DOUBLE_RARE<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 053/088</p>,9.0,0.0,0.0,0.0,Meg - POR - 53 - Yveltal ex - DOUBLE_RARE - Holofoil,Meg - POR - 53 - Yveltal ex - DOUBLE_RARE - Holofoil,meg-por-53-yveltal-ex-double-rare-holofoil,Double Rare,Mega Evolution Era; Darkness; Pokémon Cards,,1.0,Holofoil,DOUBLE_RARE,Unknown,,,,,,,684386
me3-54-rev,Meg - POR - 54 - Chien-Pao - RARE - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: RARE<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 054/088</p>,4.0,0.0,0.0,0.0,Meg - POR - 54 - Chien-Pao - RARE - Reverse Holo,Meg - POR - 54 - Chien-Pao - RARE - Reverse Holo,meg-por-54-chien-pao-rare-reverse-holo,Rare (Rev Holo),Mega Evolution Era; Darkness; Pokémon Cards,,1.0,Reverse Holo,RARE,Unknown,,,,,,,684435
me3-54-holo,Meg - POR - 54 - Chien-Pao - RARE - Holofoil,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: RARE<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 054/088</p>,3.5,0.0,0.0,0.0,Meg - POR - 54 - Chien-Pao - RARE - Holofoil,Meg - POR - 54 - Chien-Pao - RARE - Holofoil,meg-por-54-chien-pao-rare-holofoil,Rare,Mega Evolution Era; Darkness; Pokémon Cards,,1.0,Holofoil,RARE,Unknown,,,,,,,684435
me3-55-holo,Meg - POR - 55 - Mega Skarmory ex - DOUBLE_RARE - Holofoil,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: DOUBLE_RARE<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 055/088</p>,11.0,0.0,0.0,0.0,Meg - POR - 55 - Mega Skarmory ex - DOUBLE_RARE - Holofoil,Meg - POR - 55 - Mega Skarmory ex - DOUBLE_RARE - Holofoil,meg-por-55-mega-skarmory-ex-double-rare-holofoil,Double Rare,Mega Evolution Era; Metal; Pokémon Cards,,1.0,Holofoil,DOUBLE_RARE,Unknown,,,,,,,684351
me3-56-norm,Meg - POR - 56 - Honedge - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 056/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 56 - Honedge - COMMON - Normal,Meg - POR - 56 - Honedge - COMMON - Normal,meg-por-56-honedge-common-normal,Common,Mega Evolution Era; Metal; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684378
me3-56-rev,Meg - POR - 56 - Honedge - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 056/088</p>,4.0,0.0,0.0,0.0,Meg - POR - 56 - Honedge - COMMON - Reverse Holo,Meg - POR - 56 - Honedge - COMMON - Reverse Holo,meg-por-56-honedge-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Metal; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684378
me3-57-norm,Meg - POR - 57 - Doublade - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 057/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 57 - Doublade - COMMON - Normal,Meg - POR - 57 - Doublade - COMMON - Normal,meg-por-57-doublade-common-normal,Common,Mega Evolution Era; Metal; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684379
me3-57-rev,Meg - POR - 57 - Doublade - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 057/088</p>,4.5,0.0,0.0,0.0,Meg - POR - 57 - Doublade - COMMON - Reverse Holo,Meg - POR - 57 - Doublade - COMMON - Reverse Holo,meg-por-57-doublade-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Metal; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684379
me3-58-norm,Meg - POR - 58 - Aegislash - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 058/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 58 - Aegislash - UNCOMMON - Normal,Meg - POR - 58 - Aegislash - UNCOMMON - Normal,meg-por-58-aegislash-uncommon-normal,Uncommon,Mega Evolution Era; Metal; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684381
me3-58-rev,Meg - POR - 58 - Aegislash - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 058/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 58 - Aegislash - UNCOMMON - Reverse Holo,Meg - POR - 58 - Aegislash - UNCOMMON - Reverse Holo,meg-por-58-aegislash-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Metal; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684381
me3-59-norm,Meg - POR - 59 - Klefki - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 059/088</p>,2.5,0.0,0.0,0.0,Meg - POR - 59 - Klefki - COMMON - Normal,Meg - POR - 59 - Klefki - COMMON - Normal,meg-por-59-klefki-common-normal,Common,Mega Evolution Era; Metal; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684436
me3-59-rev,Meg - POR - 59 - Klefki - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 059/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 59 - Klefki - COMMON - Reverse Holo,Meg - POR - 59 - Klefki - COMMON - Reverse Holo,meg-por-59-klefki-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Metal; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684436
me3-60-norm,Meg - POR - 60 - Rattata - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 060/088</p>,2.0,0.0,0.0,0.0,Meg - POR - 60 - Rattata - COMMON - Normal,Meg - POR - 60 - Rattata - COMMON - Normal,meg-por-60-rattata-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684437
me3-60-rev,Meg - POR - 60 - Rattata - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 060/088</p>,4.5,0.0,0.0,0.0,Meg - POR - 60 - Rattata - COMMON - Reverse Holo,Meg - POR - 60 - Rattata - COMMON - Reverse Holo,meg-por-60-rattata-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684437
me3-61-norm,Meg - POR - 61 - Raticate - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 061/088</p>,2.5,0.0,0.0,0.0,Meg - POR - 61 - Raticate - UNCOMMON - Normal,Meg - POR - 61 - Raticate - UNCOMMON - Normal,meg-por-61-raticate-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684438
me3-61-rev,Meg - POR - 61 - Raticate - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 061/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 61 - Raticate - UNCOMMON - Reverse Holo,Meg - POR - 61 - Raticate - UNCOMMON - Reverse Holo,meg-por-61-raticate-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684438
me3-62-holo,Meg - POR - 62 - Meowth ex - DOUBLE_RARE - Holofoil,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: DOUBLE_RARE<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 062/088</p>,84.0,0.0,0.0,0.0,Meg - POR - 62 - Meowth ex - DOUBLE_RARE - Holofoil,Meg - POR - 62 - Meowth ex - DOUBLE_RARE - Holofoil,meg-por-62-meowth-ex-double-rare-holofoil,Double Rare,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Holofoil,DOUBLE_RARE,Unknown,,,,,,,684340
me3-63-norm,Meg - POR - 63 - Snorlax - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 063/088</p>,4.0,0.0,0.0,0.0,Meg - POR - 63 - Snorlax - COMMON - Normal,Meg - POR - 63 - Snorlax - COMMON - Normal,meg-por-63-snorlax-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684440
me3-63-rev,Meg - POR - 63 - Snorlax - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 063/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 63 - Snorlax - COMMON - Reverse Holo,Meg - POR - 63 - Snorlax - COMMON - Reverse Holo,meg-por-63-snorlax-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684440
me3-64-norm,Meg - POR - 64 - Bunnelby - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 064/088</p>,1.5,0.0,0.0,0.0,Meg - POR - 64 - Bunnelby - COMMON - Normal,Meg - POR - 64 - Bunnelby - COMMON - Normal,meg-por-64-bunnelby-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684441
me3-64-rev,Meg - POR - 64 - Bunnelby - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 064/088</p>,4.0,0.0,0.0,0.0,Meg - POR - 64 - Bunnelby - COMMON - Reverse Holo,Meg - POR - 64 - Bunnelby - COMMON - Reverse Holo,meg-por-64-bunnelby-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684441
me3-65-norm,Meg - POR - 65 - Diggersby - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 065/088</p>,2.5,0.0,0.0,0.0,Meg - POR - 65 - Diggersby - UNCOMMON - Normal,Meg - POR - 65 - Diggersby - UNCOMMON - Normal,meg-por-65-diggersby-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684442
me3-65-rev,Meg - POR - 65 - Diggersby - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 065/088</p>,3.5,0.0,0.0,0.0,Meg - POR - 65 - Diggersby - UNCOMMON - Reverse Holo,Meg - POR - 65 - Diggersby - UNCOMMON - Reverse Holo,meg-por-65-diggersby-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684442
me3-66-norm,Meg - POR - 66 - Fletchling - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 066/088</p>,2.5,0.0,0.0,0.0,Meg - POR - 66 - Fletchling - COMMON - Normal,Meg - POR - 66 - Fletchling - COMMON - Normal,meg-por-66-fletchling-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684403
me3-66-rev,Meg - POR - 66 - Fletchling - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 066/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 66 - Fletchling - COMMON - Reverse Holo,Meg - POR - 66 - Fletchling - COMMON - Reverse Holo,meg-por-66-fletchling-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684403
me3-67-norm,Meg - POR - 67 - Furfrou - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 067/088</p>,2.0,0.0,0.0,0.0,Meg - POR - 67 - Furfrou - COMMON - Normal,Meg - POR - 67 - Furfrou - COMMON - Normal,meg-por-67-furfrou-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684443
me3-67-rev,Meg - POR - 67 - Furfrou - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 067/088</p>,4.0,0.0,0.0,0.0,Meg - POR - 67 - Furfrou - COMMON - Reverse Holo,Meg - POR - 67 - Furfrou - COMMON - Reverse Holo,meg-por-67-furfrou-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684443
me3-68-norm,Meg - POR - 68 - Antique Jaw Fossil - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 068/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 68 - Antique Jaw Fossil - COMMON - Normal,Meg - POR - 68 - Antique Jaw Fossil - COMMON - Normal,meg-por-68-antique-jaw-fossil-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684353
me3-68-rev,Meg - POR - 68 - Antique Jaw Fossil - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 068/088</p>,4.5,0.0,0.0,0.0,Meg - POR - 68 - Antique Jaw Fossil - COMMON - Reverse Holo,Meg - POR - 68 - Antique Jaw Fossil - COMMON - Reverse Holo,meg-por-68-antique-jaw-fossil-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684353
me3-69-norm,Meg - POR - 69 - Antique Sail Fossil - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 069/088</p>,2.0,0.0,0.0,0.0,Meg - POR - 69 - Antique Sail Fossil - COMMON - Normal,Meg - POR - 69 - Antique Sail Fossil - COMMON - Normal,meg-por-69-antique-sail-fossil-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684354
me3-69-rev,Meg - POR - 69 - Antique Sail Fossil - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 069/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 69 - Antique Sail Fossil - COMMON - Reverse Holo,Meg - POR - 69 - Antique Sail Fossil - COMMON - Reverse Holo,meg-por-69-antique-sail-fossil-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684354
me3-70-norm,Meg - POR - 70 - Core Memory - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 070/088</p>,2.5,0.0,0.0,0.0,Meg - POR - 70 - Core Memory - UNCOMMON - Normal,Meg - POR - 70 - Core Memory - UNCOMMON - Normal,meg-por-70-core-memory-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684343
me3-70-rev,Meg - POR - 70 - Core Memory - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 070/088</p>,4.0,0.0,0.0,0.0,Meg - POR - 70 - Core Memory - UNCOMMON - Reverse Holo,Meg - POR - 70 - Core Memory - UNCOMMON - Reverse Holo,meg-por-70-core-memory-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684343
me3-71-norm,Meg - POR - 71 - Crushing Hammer - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 071/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 71 - Crushing Hammer - COMMON - Normal,Meg - POR - 71 - Crushing Hammer - COMMON - Normal,meg-por-71-crushing-hammer-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684325
me3-71-rev,Meg - POR - 71 - Crushing Hammer - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 071/088</p>,5.0,0.0,0.0,0.0,Meg - POR - 71 - Crushing Hammer - COMMON - Reverse Holo,Meg - POR - 71 - Crushing Hammer - COMMON - Reverse Holo,meg-por-71-crushing-hammer-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684325
me3-72-norm,Meg - POR - 72 - Energy Search - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 072/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 72 - Energy Search - COMMON - Normal,Meg - POR - 72 - Energy Search - COMMON - Normal,meg-por-72-energy-search-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684322
me3-72-rev,Meg - POR - 72 - Energy Search - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 072/088</p>,5.5,0.0,0.0,0.0,Meg - POR - 72 - Energy Search - COMMON - Reverse Holo,Meg - POR - 72 - Energy Search - COMMON - Reverse Holo,meg-por-72-energy-search-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684322
me3-73-norm,Meg - POR - 73 - Energy Swatter - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 073/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 73 - Energy Swatter - UNCOMMON - Normal,Meg - POR - 73 - Energy Swatter - UNCOMMON - Normal,meg-por-73-energy-swatter-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684388
me3-73-rev,Meg - POR - 73 - Energy Swatter - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 073/088</p>,4.0,0.0,0.0,0.0,Meg - POR - 73 - Energy Swatter - UNCOMMON - Reverse Holo,Meg - POR - 73 - Energy Swatter - UNCOMMON - Reverse Holo,meg-por-73-energy-swatter-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684388
me3-74-norm,Meg - POR - 74 - Hole-Digging Shovel - COMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 074/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 74 - Hole-Digging Shovel - COMMON - Normal,Meg - POR - 74 - Hole-Digging Shovel - COMMON - Normal,meg-por-74-hole-digging-shovel-common-normal,Common,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,COMMON,Unknown,,,,,,,684330
me3-74-rev,Meg - POR - 74 - Hole-Digging Shovel - COMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: COMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 074/088</p>,4.5,0.0,0.0,0.0,Meg - POR - 74 - Hole-Digging Shovel - COMMON - Reverse Holo,Meg - POR - 74 - Hole-Digging Shovel - COMMON - Reverse Holo,meg-por-74-hole-digging-shovel-common-reverse-holo,Common (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,COMMON,Unknown,,,,,,,684330
me3-75-norm,Meg - POR - 75 - Jacinthe - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 075/088</p>,3.0,0.0,0.0,0.0,Meg - POR - 75 - Jacinthe - UNCOMMON - Normal,Meg - POR - 75 - Jacinthe - UNCOMMON - Normal,meg-por-75-jacinthe-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684393
me3-75-rev,Meg - POR - 75 - Jacinthe - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 075/088</p>,4.5,0.0,0.0,0.0,Meg - POR - 75 - Jacinthe - UNCOMMON - Reverse Holo,Meg - POR - 75 - Jacinthe - UNCOMMON - Reverse Holo,meg-por-75-jacinthe-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684393
me3-76-norm,Meg - POR - 76 - Judge - UNCOMMON - Normal,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 076/088</p>,2.0,0.0,0.0,0.0,Meg - POR - 76 - Judge - UNCOMMON - Normal,Meg - POR - 76 - Judge - UNCOMMON - Normal,meg-por-76-judge-uncommon-normal,Uncommon,Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Normal,UNCOMMON,Unknown,,,,,,,684323
me3-76-rev,Meg - POR - 76 - Judge - UNCOMMON - Reverse Holo,<p>Series: Mega Evolution<br />\nSet: Perfect Order<br />\nRarity: UNCOMMON<br />\nRelease Date: 2025/12/19<br />\nArtist: Unknown<br />\nNumber in Set: 076/088</p>,4.5,0.0,0.0,0.0,Meg - POR - 76 - Judge - UNCOMMON - Reverse Holo,Meg - POR - 76 - Judge - UNCOMMON - Reverse Holo,meg-por-76-judge-uncommon-reverse-holo,Uncommon (Rev Holo),Mega Evolution Era; Colorless; Pokémon Cards,,1.0,Reverse Holo,UNCOMMON,Unknown,,,,,,,684323
